Model,Order,Seasonal_Order,Trend,Fit_Stage,Date,Observed_CO2,Fitted_CO2,Residual,Absolute_Residual
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-03,317.58,365.8581662039336,-48.27816620393361,48.27816620393361
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-04,319.03,308.4504596726182,10.579540327381778,10.579540327381778
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-05,320.03,319.47256580244397,0.557434197556006,0.557434197556006
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-06,319.58,319.94285258329273,-0.3628525832927494,0.3628525832927494
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-07,318.18,318.0428583783716,0.13714162162841603,0.13714162162841603
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-08,315.9,316.7615013963654,-0.8615013963654405,0.8615013963654405
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-09,314.17,314.60680442520027,-0.43680442520025053,0.43680442520025053
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-10,313.83,313.51594854110687,0.31405145889311825,0.31405145889311825
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-11,315.0,315.124603288303,-0.1246032883029784,0.1246032883029784
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1960-12,316.19,315.94566284088467,0.24433715911533227,0.24433715911533227
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1961-01,316.89,317.1222469113323,-0.2322469113323109,0.2322469113323109
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1961-02,317.7,317.9614897208474,-0.2614897208474076,0.2614897208474076
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1961-03,318.54,322.87904239451836,-4.339042394518344,4.339042394518344
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1961-04,319.48,319.87922066404775,-0.39922066404773204,0.39922066404773204
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,full_data,1961-05,320.58,320.42823057896675,0.15176942103323654,0.15176942103323654
