Model,Model_Key,Model_Type,Full_Formula,Train_Formula,Full_SSE,Full_MSE,Full_RMSE,Full_MAE,Full_Mean_Error,Full_Max_Absolute_Error,Full_R2,Full_Adjusted_R2,Full_AIC,Full_BIC,Train_SSE,Train_MSE,Train_RMSE,Train_MAE,Train_Mean_Error,Train_Max_Absolute_Error,Train_R2,Train_Adjusted_R2,Train_AIC,Train_BIC,Test_SSE,Test_MSE,Test_RMSE,Test_MAE,Test_Mean_Error,Test_Max_Absolute_Error,Test_R2,Test_Adjusted_R2,Test_AIC,Test_BIC
Quadratic time trend,quadratic_time,polynomial_time,"Temperature change from 1951-1980 base period = polynomial degree 2 in t, t = year - 1958","Temperature change from 1951-1980 base period = polynomial degree 2 in t, t = year - 1958",0.5444466079753579,0.008506978249614968,0.09223328168082803,0.0805395593989344,-4.683753385137379e-17,0.19661107642357642,0.9180549333415575,0.9153682098445595,-299.0795828323146,-292.6029335822356,0.4583688008846499,0.008488311127493516,0.09213203095283158,0.07955956862455815,-4.214735556447354e-17,0.1954837028799294,0.8659892006602508,0.8607338751959469,-251.52952206141248,-245.56256992171964,0.08736917991246064,0.008736917991246065,0.09347148223520405,0.08392625571493495,-0.014867576867576716,0.15480929552627665,0.4534302163749725,0.297267421053536,-41.40197784084724,-40.4942225618651
