Model,Model_Key,Fit_Stage,Year,Forecast_Temperature_Change_From_1951_1980_C,Reference_Year,Reference_Temperature_Change_From_1951_1980_C,Forecast_Additional_Change_From_Last_Observed_Year_C
Quadratic time trend,quadratic_time,training_data,2058,2.2789097967022482,2021,0.84,1.4389097967022484
Quadratic time trend,quadratic_time,training_data,2059,2.320624115926001,2021,0.84,1.480624115926001
Quadratic time trend,quadratic_time,training_data,2060,2.3627019814566967,2021,0.84,1.5227019814566969
Quadratic time trend,quadratic_time,training_data,2061,2.4051433932943347,2021,0.84,1.5651433932943348
Quadratic time trend,quadratic_time,training_data,2062,2.4479483514389155,2021,0.84,1.6079483514389157
Quadratic time trend,quadratic_time,training_data,2063,2.491116855890439,2021,0.84,1.651116855890439
Quadratic time trend,quadratic_time,training_data,2064,2.5346489066489046,2021,0.84,1.6946489066489048
Quadratic time trend,quadratic_time,training_data,2065,2.578544503714313,2021,0.84,1.738544503714313
Quadratic time trend,quadratic_time,training_data,2066,2.622803647086664,2021,0.84,1.7828036470866642
Quadratic time trend,quadratic_time,training_data,2067,2.667426336765957,2021,0.84,1.8274263367659573
Quadratic time trend,quadratic_time,training_data,2068,2.7124125727521933,2021,0.84,1.8724125727521934
Quadratic time trend,quadratic_time,training_data,2069,2.757762355045372,2021,0.84,1.917762355045372
Quadratic time trend,quadratic_time,training_data,2070,2.803475683645493,2021,0.84,1.963475683645493
Quadratic time trend,quadratic_time,training_data,2071,2.8495525585525563,2021,0.84,2.0095525585525564
Quadratic time trend,quadratic_time,training_data,2072,2.8959929797665627,2021,0.84,2.055992979766563
Quadratic time trend,quadratic_time,training_data,2073,2.942796947287511,2021,0.84,2.102796947287511
Quadratic time trend,quadratic_time,training_data,2074,2.9899644611154024,2021,0.84,2.1499644611154025
Quadratic time trend,quadratic_time,training_data,2075,3.037495521250236,2021,0.84,2.1974955212502363
Quadratic time trend,quadratic_time,training_data,2076,3.0853901276920124,2021,0.84,2.2453901276920125
Quadratic time trend,quadratic_time,training_data,2077,3.133648280440731,2021,0.84,2.293648280440731
Quadratic time trend,quadratic_time,training_data,2078,3.1822699794963922,2021,0.84,2.3422699794963924
Quadratic time trend,quadratic_time,training_data,2079,3.231255224858996,2021,0.84,2.391255224858996
Quadratic time trend,quadratic_time,training_data,2080,3.2806040165285424,2021,0.84,2.4406040165285425
Quadratic time trend,quadratic_time,training_data,2081,3.3303163545050314,2021,0.84,2.4903163545050315
