Sigma,Model,Model_Key,Model_Family,Successful_Simulations,RMSE_Mean,RMSE_Std,MAE_Mean,MAE_Std,MAPE_Mean,MAPE_Std,R2_Mean,R2_Std,Best_Count,Best_Proportion
0.5,Quadratic,quadratic,annual_fit,100,1.5952780514140001,0.28116082036919254,1.3616851772439116,0.27700720799572087,0.3326276617667609,0.06796508054677367,0.9495008799288103,0.01776164841869736,86,0.86
0.5,Cubic,cubic,annual_fit,100,2.8571770351013357,0.5875731341254598,2.5415455500092183,0.5646858394952083,0.6216701721531019,0.13853593616258797,0.8362640712309636,0.06691516962527583,0,0.0
0.5,Quartic,quartic,annual_fit,100,3.0342712479640017,1.226557398760661,2.590776441124748,1.1080677023490313,0.6330426077160518,0.2710696682892989,0.7940857391927074,0.15017688254426576,14,0.14
0.5,Exponential,exponential,annual_fit,100,8.60072248292802,0.14499633387908278,8.258285363738466,0.14710838617381705,2.027770230858638,0.03624977463711594,-0.4244556585704796,0.04795890206394825,0,0.0
0.5,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0,,0.0,,0.0,,0.0,,0.0,0,0.0
