Sigma,Simulation,Model,Model_Key,Model_Family,RMSE,MAE,MAPE,R2,Perturbation_Std_ppm,Test_Comparison_Target,Status,Rank_By_RMSE,Is_Best_By_RMSE
0.5,10,Quartic,quartic,annual_fit,3.4781361157338577,3.017440351397556,0.7376191834824447,0.7671104333587588,0.5,original_true_test_data,,4.0,False
0.5,10,Exponential,exponential,annual_fit,8.48663284465177,8.144018496864913,1.9996357673361744,-0.3865250248498229,0.5,original_true_test_data,,5.0,False
0.5,10,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.2763751533761263,1.0695298862505411,0.26112519082143787,0.9686372910632052,0.5,original_true_test_data,ok,1.0,True
0.5,12,Quadratic,quadratic,annual_fit,1.7469353094586237,1.4801612927850272,0.3613949822540571,0.9412496401874937,0.5,original_true_test_data,,2.0,False
0.5,12,Cubic,cubic,annual_fit,3.671632882661202,3.2941332080474752,0.8059892373620972,0.7404772788763921,0.5,original_true_test_data,,4.0,False
0.5,12,Quartic,quartic,annual_fit,2.8938783618012827,2.425724340898472,0.5922827133727162,0.8387805520150213,0.5,original_true_test_data,,3.0,False
0.5,12,Exponential,exponential,annual_fit,8.332141327235423,7.981779067460747,1.9595757315580453,-0.33650362251034305,0.5,original_true_test_data,,5.0,False
0.5,12,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.5532220587551464,1.3233665071167706,0.3232309719170459,0.9535566023004756,0.5,original_true_test_data,ok,1.0,True
0.5,7,Quadratic,quadratic,annual_fit,1.3392791254863103,1.1125023245200907,0.2715106159221864,0.9654698007458173,0.5,original_true_test_data,,1.0,True
0.5,7,Cubic,cubic,annual_fit,3.4112826615446075,3.0409022351020156,0.7438243597249405,0.7759771600213554,0.5,original_true_test_data,,4.0,False
0.5,7,Quartic,quartic,annual_fit,2.035717760288472,1.6924426866046076,0.4132854774588718,0.9202203703377464,0.5,original_true_test_data,,2.0,False
0.5,7,Exponential,exponential,annual_fit,8.54393052609509,8.200399191887396,2.0135014147258787,-0.40531053303186115,0.5,original_true_test_data,,5.0,False
0.5,7,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.423476299883057,2.2206201125120573,0.5439594403433107,0.8869333724293278,0.5,original_true_test_data,ok,3.0,False
0.5,9,Quadratic,quadratic,annual_fit,1.266568033901786,1.0481623821044763,0.2557997088203755,0.9691173947140276,0.5,original_true_test_data,,2.0,False
0.5,9,Cubic,cubic,annual_fit,2.1475025440256448,1.8537163142899942,0.45287741826274136,0.9112181360281398,0.5,original_true_test_data,,3.0,False
0.5,9,Quartic,quartic,annual_fit,2.783045361675556,2.434826025701807,0.5954963239564528,0.8508931982431271,0.5,original_true_test_data,,4.0,False
0.5,9,Exponential,exponential,annual_fit,8.593831689685464,8.25375209372184,2.0266907327047603,-0.42177401415857463,0.5,original_true_test_data,,5.0,False
0.5,9,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.6607212684012175,0.5016252540815913,0.12531314879631336,0.9915958565168425,0.5,original_true_test_data,ok,1.0,True
0.5,20,Quadratic,quadratic,annual_fit,2.1379471919559436,1.914421683327771,0.4684683164414992,0.9120064513793051,0.5,original_true_test_data,,2.0,False
0.5,20,Cubic,cubic,annual_fit,3.1754940315580265,2.887499405195496,0.7069641615403013,0.8058758860738607,0.5,original_true_test_data,,4.0,False
0.5,20,Quartic,quartic,annual_fit,2.2705625541030985,1.8304270215282543,0.44637648228989785,0.9007515284439499,0.5,original_true_test_data,,3.0,False
0.5,20,Exponential,exponential,annual_fit,8.739832734757268,8.400370143123212,2.0627969329598894,-0.4704935602857885,0.5,original_true_test_data,,5.0,False
0.5,20,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.6661801632100504,1.461934362976865,0.3574963146428476,0.9465557724894416,0.5,original_true_test_data,ok,1.0,True
0.5,11,Quadratic,quadratic,annual_fit,1.2591372706545187,1.0333574251184814,0.2521258247393152,0.9694786988936338,0.5,original_true_test_data,,2.0,False
0.5,11,Cubic,cubic,annual_fit,1.8373426005152724,1.5455408450146308,0.3772272414761424,0.9350114010818801,0.5,original_true_test_data,,3.0,False
0.5,11,Quartic,quartic,annual_fit,4.413255929966427,3.907171327908918,0.9557810711295731,0.6250484859043433,0.5,original_true_test_data,,4.0,False
0.5,11,Exponential,exponential,annual_fit,8.414240897376512,8.069878120260551,1.9813564223956273,-0.36297147877400815,0.5,original_true_test_data,,5.0,False
0.5,11,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.6279128921242222,0.5808641960611055,0.14273165052224723,0.992409756916849,0.5,original_true_test_data,ok,1.0,True
0.5,4,Quadratic,quadratic,annual_fit,1.57356182772159,1.330230626779985,0.32479371386269346,0.9523322658887227,0.5,original_true_test_data,,1.0,True
0.5,4,Cubic,cubic,annual_fit,2.976473770010214,2.656514100980445,0.649858168858196,0.8294463554598941,0.5,original_true_test_data,,4.0,False
0.5,4,Quartic,quartic,annual_fit,2.511125911902184,2.1172771797169334,0.5171391539495428,0.8786069386601361,0.5,original_true_test_data,,3.0,False
0.5,4,Exponential,exponential,annual_fit,8.665891540810343,8.323397678686842,2.0437985427018828,-0.44571731777080337,0.5,original_true_test_data,,5.0,False
0.5,4,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.597927253390689,1.3752944530004243,0.3360615761219494,0.9508446386960021,0.5,original_true_test_data,ok,2.0,False
0.5,18,Quadratic,quadratic,annual_fit,1.07101240705793,0.8618927783361017,0.21025025932939154,0.9779176195142374,0.5,original_true_test_data,,1.0,True
0.5,18,Cubic,cubic,annual_fit,1.8519311567054142,1.5496732763673833,0.3781557199436341,0.9339752810269536,0.5,original_true_test_data,,3.0,False
0.5,18,Quartic,quartic,annual_fit,2.6645493908256594,2.3815718830267145,0.5830328355772166,0.8633201685664341,0.5,original_true_test_data,,4.0,False
0.5,18,Exponential,exponential,annual_fit,8.381137908300616,8.03511294091022,1.9727721443502328,-0.3522682724100936,0.5,original_true_test_data,,5.0,False
0.5,18,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.8316914728554408,1.5539500016696308,0.37941416396255645,0.9354105580801055,0.5,original_true_test_data,ok,2.0,False
0.5,17,Quadratic,quadratic,annual_fit,1.6459038629040146,1.4090415715100846,0.344198813656335,0.9478486189348866,0.5,original_true_test_data,,1.0,True
0.5,17,Cubic,cubic,annual_fit,2.254971950608185,1.9866362581430281,0.48576400399765435,0.9021098096508972,0.5,original_true_test_data,,3.0,False
0.5,17,Quartic,quartic,annual_fit,3.5185756275026376,3.04533096083789,0.744346808921923,0.7616634409464998,0.5,original_true_test_data,,4.0,False
0.5,17,Exponential,exponential,annual_fit,8.70730391071877,8.365861237581077,2.054269430446139,-0.45956785678651424,0.5,original_true_test_data,,5.0,False
0.5,17,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.6841712954580523,1.437544361270352,0.35111024193518053,0.9453953777573175,0.5,original_true_test_data,ok,2.0,False
0.5,8,Quadratic,quadratic,annual_fit,1.2220433050897315,0.9947981431444305,0.2426755616714397,0.9712505144965726,0.5,original_true_test_data,,2.0,False
0.5,8,Cubic,cubic,annual_fit,3.1982647012583603,2.8200765466906317,0.6894864492601251,0.8030818738070494,0.5,original_true_test_data,,3.0,False
0.5,8,Quartic,quartic,annual_fit,3.6816695547495586,3.1883462807602085,0.7793279461835991,0.739056491633912,0.5,original_true_test_data,,4.0,False
0.5,8,Exponential,exponential,annual_fit,8.353304635098134,8.007296787378499,1.9659247414030974,-0.34330157700783115,0.5,original_true_test_data,,5.0,False
0.5,8,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.0610512650061712,0.8491961641662329,0.20708296372749366,0.9783264715726373,0.5,original_true_test_data,ok,1.0,True
0.5,2,Quadratic,quadratic,annual_fit,1.448702875017272,1.2178453052976976,0.2973143408232236,0.9595968218168284,0.5,original_true_test_data,,2.0,False
0.5,2,Cubic,cubic,annual_fit,2.319855945723837,2.0329966651046734,0.4969765224214173,0.8963954281863953,0.5,original_true_test_data,,3.0,False
0.5,2,Quartic,quartic,annual_fit,2.362378491494399,2.0348911336091478,0.49745618136612746,0.8925625122278483,0.5,original_true_test_data,,4.0,False
0.5,2,Exponential,exponential,annual_fit,8.697668432085836,8.356197757553161,2.0518899032790525,-0.45633933653464287,0.5,original_true_test_data,,5.0,False
0.5,2,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.6604619457365124,0.5807534845838347,0.1423157341141071,0.9916024522094582,0.5,original_true_test_data,ok,1.0,True
0.5,6,Quadratic,quadratic,annual_fit,1.8405245775262051,1.6150576960727618,0.3948986103563772,0.9347861069066534,0.5,original_true_test_data,,2.0,False
0.5,6,Cubic,cubic,annual_fit,3.249046638424493,2.938953173041864,0.7193779027156654,0.7967789103193702,0.5,original_true_test_data,,4.0,False
0.5,6,Quartic,quartic,annual_fit,2.6144862636242374,2.1561570746993084,0.5261688061583792,0.868407961812018,0.5,original_true_test_data,,3.0,False
0.5,6,Exponential,exponential,annual_fit,8.799331912691581,8.459328499549395,2.0773036498335276,-0.4905834131110187,0.5,original_true_test_data,,5.0,False
0.5,6,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.4450068260169913,1.2426765831094202,0.30367450811251356,0.959802718601808,0.5,original_true_test_data,ok,1.0,True
0.5,24,Quadratic,quadratic,annual_fit,1.4795385052347336,1.240457801310032,0.30279480549762217,0.9578585544090462,0.5,original_true_test_data,,2.0,False
0.5,24,Cubic,cubic,annual_fit,3.0565047578446976,2.7144945062538115,0.663889666507265,0.8201514100833555,0.5,original_true_test_data,,3.0,False
0.5,24,Quartic,quartic,annual_fit,5.334947981670204,4.623861631830431,1.130039197031782,0.4520798612174891,0.5,original_true_test_data,,4.0,False
0.5,24,Exponential,exponential,annual_fit,8.458374465659578,8.114652496142872,1.9923890092596086,-0.3773068298515929,0.5,original_true_test_data,,5.0,False
0.5,24,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.6401950321255775,0.5595362571918259,0.13708080128625685,0.9921099185907314,0.5,original_true_test_data,ok,1.0,True
0.5,21,Quadratic,quadratic,annual_fit,1.6871078274766624,1.4429529267716077,0.35245918225494677,0.9452047938017385,0.5,original_true_test_data,,1.0,True
0.5,21,Cubic,cubic,annual_fit,2.77273274252146,2.468889361402262,0.6039103988394224,0.851996186163434,0.5,original_true_test_data,,3.0,False
0.5,21,Quartic,quartic,annual_fit,3.6999085222377195,3.177839707755777,0.776484620308842,0.7364646625928781,0.5,original_true_test_data,,4.0,False
0.5,21,Exponential,exponential,annual_fit,8.543128739420624,8.201032698928135,2.0136799671723167,-0.40504678875484745,0.5,original_true_test_data,,5.0,False
0.5,21,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.7871586145481644,1.5669451164312362,0.383131980969772,0.9385130313492477,0.5,original_true_test_data,ok,2.0,False
0.5,14,Quadratic,quadratic,annual_fit,1.2491131871375794,1.022396350900084,0.24943615047496043,0.9699627290958978,0.5,original_true_test_data,,1.0,True
0.5,14,Cubic,cubic,annual_fit,3.2810286053520157,2.902597253303571,0.709760196114551,0.7927584087111536,0.5,original_true_test_data,,4.0,False
0.5,14,Quartic,quartic,annual_fit,2.9497947230231056,2.5314260291372817,0.6186369309917281,0.8324901022480087,0.5,original_true_test_data,,3.0,False
0.5,14,Exponential,exponential,annual_fit,8.41021921921015,8.064384235412017,1.9799810208839248,-0.3616688959862906,0.5,original_true_test_data,,5.0,False
0.5,14,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.0387041387391576,1.8135176265161306,0.443656421598204,0.9199861267423903,0.5,original_true_test_data,ok,2.0,False
0.5,13,Quadratic,quadratic,annual_fit,1.4068213681862507,1.1820595711791895,0.28858415903921986,0.9618991383645987,0.5,original_true_test_data,,2.0,False
0.5,13,Cubic,cubic,annual_fit,2.6855352073886225,2.3813164514746803,0.5823875776832005,0.8611587274605725,0.5,original_true_test_data,,3.0,False
0.5,13,Quartic,quartic,annual_fit,4.075148952193645,3.521182686467091,0.860532794580496,0.6802990994352989,0.5,original_true_test_data,,4.0,False
0.5,13,Exponential,exponential,annual_fit,8.707895239443774,8.370225605109487,2.055404138198985,-0.459766107293323,0.5,original_true_test_data,,5.0,False
0.5,13,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.1564799934164338,0.9580798969670695,0.23387874774163242,0.9742526146506159,0.5,original_true_test_data,ok,1.0,True
0.5,26,Quadratic,quadratic,annual_fit,1.731584088223096,1.4834877017699626,0.36237620587023817,0.942277642862902,0.5,original_true_test_data,,2.0,False
0.5,26,Cubic,cubic,annual_fit,3.8635291295507947,3.4888240599918277,0.8538728034323502,0.7126406935374953,0.5,original_true_test_data,,4.0,False
0.5,26,Quartic,quartic,annual_fit,0.6737342411592089,0.5062546272005364,0.12341613842443654,0.9912615556486255,0.5,original_true_test_data,,1.0,True
0.5,26,Exponential,exponential,annual_fit,8.448019408105946,8.105259579431998,1.9900917003887433,-0.37393659329898576,0.5,original_true_test_data,,5.0,False
0.5,26,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.8504161141194118,1.6393775160747908,0.401027882377803,0.934083264894318,0.5,original_true_test_data,ok,3.0,False
0.5,25,Quadratic,quadratic,annual_fit,1.8246476745474056,1.5918429361471227,0.3891263430471003,0.935906362357345,0.5,original_true_test_data,,3.0,False
0.5,25,Cubic,cubic,annual_fit,3.2240746504913673,2.9081805360215527,0.7117532424840769,0.7998907967996829,0.5,original_true_test_data,,4.0,False
0.5,25,Quartic,quartic,annual_fit,1.2051932721598801,0.8954631344612949,0.21808254617228068,0.9720378679683997,0.5,original_true_test_data,,1.0,True
0.5,25,Exponential,exponential,annual_fit,8.70473116836366,8.362977061323807,2.053554410659517,-0.4587054687669143,0.5,original_true_test_data,,5.0,False
0.5,25,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.6407727788623279,1.4255078525060696,0.3484458162666768,0.9481732746041633,0.5,original_true_test_data,ok,2.0,False
0.5,3,Quadratic,quadratic,annual_fit,1.610115575033845,1.359854171785554,0.33200405184228715,0.9500919057083119,0.5,original_true_test_data,,1.0,True
0.5,3,Cubic,cubic,annual_fit,2.2776636080554855,1.9915613199525637,0.48680551616475665,0.9001297699182247,0.5,original_true_test_data,,3.0,False
0.5,3,Quartic,quartic,annual_fit,3.468125687939889,3.0165813385641114,0.7374811631377391,0.7684490637170145,0.5,original_true_test_data,,4.0,False
0.5,3,Exponential,exponential,annual_fit,8.564523016302354,8.218561215829833,2.017934449314081,-0.41209282540817216,0.5,original_true_test_data,,5.0,False
0.5,3,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.6297191069067607,1.3811106363540033,0.3372382068681231,0.948869222189699,0.5,original_true_test_data,ok,2.0,False
0.5,28,Quadratic,quadratic,annual_fit,1.9916829898732726,1.7463416482320042,0.4269559168400631,0.9236344800090469,0.5,original_true_test_data,,1.0,True
0.5,28,Cubic,cubic,annual_fit,3.6442524879995433,3.297868899569778,0.8072264694238617,0.7443335137752659,0.5,original_true_test_data,,4.0,False
0.5,28,Quartic,quartic,annual_fit,2.3796616655373977,1.9322136656266822,0.4713154677418703,0.8909847352471202,0.5,original_true_test_data,,2.0,False
0.5,28,Exponential,exponential,annual_fit,8.445819268792976,8.101203811320953,1.9890642347083856,-0.3732210508405924,0.5,original_true_test_data,,5.0,False
0.5,28,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.899392941036957,2.674609377247333,0.6553295317382586,0.8381655265000497,0.5,original_true_test_data,ok,3.0,False
0.5,34,Quadratic,quadratic,annual_fit,1.8323422776153866,1.5955905787087716,0.3900096334998044,0.9353646523318286,0.5,original_true_test_data,,2.0,False
0.5,34,Cubic,cubic,annual_fit,3.4688535298341887,3.1340296234903406,0.7670723406943797,0.7683518641505163,0.5,original_true_test_data,,3.0,False
0.5,34,Quartic,quartic,annual_fit,4.0432708263161,3.419766529845748,0.8350635960182932,0.6852812995753181,0.5,original_true_test_data,,4.0,False
0.5,34,Exponential,exponential,annual_fit,8.699625543365508,8.355644422642257,2.0517138112263726,-0.45699480847787144,0.5,original_true_test_data,,5.0,False
0.5,34,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.7586008664760652,0.6319648759453059,0.1544223341760093,0.9889214338898977,0.5,original_true_test_data,ok,1.0,True
0.5,33,Quadratic,quadratic,annual_fit,1.6372816742692093,1.3834779400138246,0.3377728183476994,0.9483935854656793,0.5,original_true_test_data,,1.0,True
0.5,33,Cubic,cubic,annual_fit,2.817431535255747,2.499482074468818,0.6112896610016411,0.8471858298251904,0.5,original_true_test_data,,4.0,False
0.5,33,Quartic,quartic,annual_fit,2.6829092301250377,2.288767725982217,0.5592421803579491,0.8614301190027707,0.5,original_true_test_data,,3.0,False
0.5,33,Exponential,exponential,annual_fit,8.475967406563516,8.130739868300713,1.9963258808055933,-0.3830422290564335,0.5,original_true_test_data,,5.0,False
0.5,33,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.1161653790128945,1.8608897801542412,0.45499838562961714,0.9137903077626451,0.5,original_true_test_data,ok,2.0,False
0.5,44,Quadratic,quadratic,annual_fit,1.5956300227206757,1.3678968541237169,0.33417936754222277,0.9509858717011967,0.5,original_true_test_data,,1.0,True
0.5,44,Cubic,cubic,annual_fit,3.1899868084606156,2.8709062463025985,0.7025584673032453,0.8040998993828012,0.5,original_true_test_data,,4.0,False
0.5,44,Quartic,quartic,annual_fit,2.6042747983742816,2.1682326828191663,0.5293055363283271,0.8694338791323017,0.5,original_true_test_data,,3.0,False
0.5,44,Exponential,exponential,annual_fit,8.790550138852803,8.452842772706669,2.0757437342118834,-0.4876096795075686,0.5,original_true_test_data,,5.0,False
0.5,44,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.363290386829442,2.1699938310846165,0.5316244574940799,0.8924795529110707,0.5,original_true_test_data,ok,2.0,False
0.5,39,Quadratic,quadratic,annual_fit,1.4621399831770967,1.2267249618203664,0.2994553966272141,0.9588438452541558,0.5,original_true_test_data,,2.0,False
0.5,39,Cubic,cubic,annual_fit,3.068758842349525,2.729754686735441,0.6676689068452077,0.8187064277445397,0.5,original_true_test_data,,3.0,False
0.5,39,Quartic,quartic,annual_fit,3.297128526810541,2.8226671352905215,0.6896718356384044,0.7907195605424729,0.5,original_true_test_data,,4.0,False
0.5,39,Exponential,exponential,annual_fit,8.596534086005825,8.252431404709165,2.026302018135693,-0.42266833024647354,0.5,original_true_test_data,,5.0,False
0.5,39,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.0669253517242498,0.879821092269168,0.21478315437104065,0.9780858336388766,0.5,original_true_test_data,ok,1.0,True
0.5,29,Quadratic,quadratic,annual_fit,1.677009671750676,1.447706598047796,0.35376145372159074,0.9458587822913109,0.5,original_true_test_data,,1.0,True
0.5,29,Cubic,cubic,annual_fit,3.2743842037147672,2.9518389693003426,0.7224157893010719,0.7935969275162134,0.5,original_true_test_data,,4.0,False
0.5,29,Quartic,quartic,annual_fit,1.6997748922515312,1.3501337352982148,0.3292411294582847,0.9443788832123673,0.5,original_true_test_data,,2.0,False
0.5,29,Exponential,exponential,annual_fit,8.756895628957116,8.417852588306777,2.0671077691026736,-0.4762408942295926,0.5,original_true_test_data,,5.0,False
0.5,29,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.9928026684528515,1.7805578124233876,0.4356809337780202,0.9235485939801779,0.5,original_true_test_data,ok,3.0,False
0.5,31,Quadratic,quadratic,annual_fit,1.7378709746296628,1.4937763466776801,0.36493876554403715,0.9418577352339518,0.5,original_true_test_data,,2.0,False
0.5,31,Cubic,cubic,annual_fit,2.835987560707042,2.5304503024616394,0.6190216878229032,0.8451662871913129,0.5,original_true_test_data,,4.0,False
0.5,31,Quartic,quartic,annual_fit,1.3549768124409993,1.0831440210436143,0.26435478452002403,0.9646556001842881,0.5,original_true_test_data,,1.0,True
0.5,31,Exponential,exponential,annual_fit,8.60191228047133,8.257565214138605,2.0275620424052048,-0.4244489968052212,0.5,original_true_test_data,,5.0,False
0.5,31,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.68715777925214,2.4555785691904988,0.6014004616000447,0.860990903931339,0.5,original_true_test_data,ok,3.0,False
0.5,32,Quadratic,quadratic,annual_fit,1.751032294851727,1.503530993392053,0.3673030471979609,0.9409737494733132,0.5,original_true_test_data,,1.0,True
0.5,32,Cubic,cubic,annual_fit,3.6863637681941777,3.3244883347547556,0.8136093907278364,0.7383906494606716,0.5,original_true_test_data,,4.0,False
0.5,32,Quartic,quartic,annual_fit,1.9064048996938667,1.5225521298022386,0.3712943708904288,0.9300339790356267,0.5,original_true_test_data,,2.0,False
0.5,32,Exponential,exponential,annual_fit,8.500646738757911,8.156664549033895,2.002727561638117,-0.391107916091195,0.5,original_true_test_data,,5.0,False
0.5,32,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.6165033162471247,2.3982067886560627,0.587441699087952,0.8682048393422964,0.5,original_true_test_data,ok,3.0,False
0.5,38,Quadratic,quadratic,annual_fit,1.9725574598838282,1.7448502146799285,0.42676099676981166,0.9250940682376715,0.5,original_true_test_data,,2.0,False
0.5,38,Cubic,cubic,annual_fit,2.9834138864129205,2.6948609398938514,0.6596032514747445,0.8286500829678479,0.5,original_true_test_data,,3.0,False
0.5,38,Quartic,quartic,annual_fit,4.734002700282137,4.04218195889959,0.9873290428471617,0.5685664769424138,0.5,original_true_test_data,,4.0,False
0.5,38,Exponential,exponential,annual_fit,8.737903878131474,8.396894703142527,2.0619165916335467,-0.46984456428245136,0.5,original_true_test_data,,5.0,False
0.5,38,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.48771643165996686,0.45065308291166273,0.11148626015532077,0.9954207784053909,0.5,original_true_test_data,ok,1.0,True
0.5,35,Quadratic,quadratic,annual_fit,1.8687442663158451,1.635278770456057,0.3997887480096562,0.932771003132311,0.5,original_true_test_data,,1.0,True
0.5,35,Cubic,cubic,annual_fit,2.464887201901128,2.19772442353771,0.5376409959229954,0.8830363305932266,0.5,original_true_test_data,,3.0,False
0.5,35,Quartic,quartic,annual_fit,2.836559684117727,2.413793918916684,0.5896872099588708,0.845103809535614,0.5,original_true_test_data,,4.0,False
0.5,35,Exponential,exponential,annual_fit,8.726188799872721,8.383041945724068,2.0584720908743894,-0.4659059077846399,0.5,original_true_test_data,,5.0,False
0.5,35,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.239401773331828,2.0134778754741545,0.492784703427951,0.9034569710333634,0.5,original_true_test_data,ok,2.0,False
0.5,40,Quadratic,quadratic,annual_fit,1.4992179032894566,1.2641048709361429,0.30863181130588513,0.9567300488967193,0.5,original_true_test_data,,2.0,False
0.5,40,Cubic,cubic,annual_fit,2.716789471205778,2.4113129814064225,0.5897460929360591,0.8579082523856505,0.5,original_true_test_data,,3.0,False
0.5,40,Quartic,quartic,annual_fit,4.275601363246673,3.6949655692106207,0.9029900368780229,0.6480740443975469,0.5,original_true_test_data,,4.0,False
0.5,40,Exponential,exponential,annual_fit,8.65852139976673,8.318539126312164,2.042642296019156,-0.44325926495182455,0.5,original_true_test_data,,5.0,False
0.5,40,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,0.605260481741119,0.5581724805780766,0.13726556921123753,0.9929475255222726,0.5,original_true_test_data,ok,1.0,True
0.5,27,Quadratic,quadratic,annual_fit,1.3112229810266978,1.0854688105691082,0.26489232594524986,0.9669013721923524,0.5,original_true_test_data,,1.0,True
0.5,27,Cubic,cubic,annual_fit,2.554046125377505,2.231575739238747,0.5454257425142084,0.8744217700548403,0.5,original_true_test_data,,3.0,False
0.5,27,Quartic,quartic,annual_fit,2.5658854650289586,2.223819722784657,0.5437367848159582,0.8732548300648804,0.5,original_true_test_data,,4.0,False
0.5,27,Exponential,exponential,annual_fit,8.516552306379705,8.172820936001063,2.0067089318211804,-0.39631859288698634,0.5,original_true_test_data,,5.0,False
0.5,27,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.0282161981924003,1.7934486456828551,0.43863625958589275,0.9208072583452036,0.5,original_true_test_data,ok,2.0,False
0.5,36,Quadratic,quadratic,annual_fit,1.618792941520805,1.3672870645975705,0.3338178929111746,0.9495525185960888,0.5,original_true_test_data,,2.0,False
0.5,36,Cubic,cubic,annual_fit,3.8296189617058323,3.4480281640818307,0.8437742101372492,0.7176628578404147,0.5,original_true_test_data,,4.0,False
0.5,36,Quartic,quartic,annual_fit,3.6360349773029323,3.0650807847046506,0.7484153640325284,0.745485230545908,0.5,original_true_test_data,,3.0,False
0.5,36,Exponential,exponential,annual_fit,8.504197881796998,8.159076843022358,2.0033035871580664,-0.39227042882497076,0.5,original_true_test_data,,5.0,False
0.5,36,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,1.0926019409288956,0.9034137927472046,0.2205403218572778,0.9770183704316981,0.5,original_true_test_data,ok,1.0,True
0.5,50,Quadratic,quadratic,annual_fit,1.3128736774191134,1.0906141659247282,0.2661769977621566,0.9668179841237233,0.5,original_true_test_data,,1.0,True
0.5,50,Cubic,cubic,annual_fit,2.8714882437132303,2.538353884467017,0.6206943310917383,0.8412656310021113,0.5,original_true_test_data,,3.0,False
0.5,50,Quartic,quartic,annual_fit,3.2530414308267996,2.8034972523805437,0.6851704646200474,0.7962788712391673,0.5,original_true_test_data,,4.0,False
0.5,50,Exponential,exponential,annual_fit,8.56732856779438,8.22677552972948,2.020041889955738,-0.4130181187394881,0.5,original_true_test_data,,5.0,False
0.5,50,"SARIMA(1,1,1)(2,1,2,12)",sarima_1_1_1_2_1_2_12,monthly_sarima_annualized,2.2218347384072334,2.001879470386103,0.49000593921859414,0.9049656978072942,0.5,original_true_test_data,ok,2.0,False
0.5,30,Quadratic,quadratic,annual_fit,1.4575536550125843,1.2267698400352458,0.2995053173383213,0.9591016312346411,0.5,original_true_test_data,,1.0,True
0.5,30,Cubic,cubic,annual_fit,3.256228441793253,2.9156936293549167,0.7133489196198611,0.7958795037385498,0.5,original_true_test_data,,3.0,False
0.5,30,Quartic,quartic,annual_fit,3.3873625000763847,2.8785721879259256,0.7031128188194737,0.7791078738141242,0.5,original_true_test_data,,4.0,False
