Model,Order,Seasonal_Order,Trend,Fit_Stage,Date,Observed_CO2,Fitted_CO2,Residual,Absolute_Residual
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-03,319.86,317.58137684728075,2.2786231527192626,2.2786231527192626
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-04,321.38,321.34765009915117,0.03234990084882838,0.03234990084882838
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-05,322.24,322.0581468469965,0.18185315300348748,0.18185315300348748
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-06,321.49,322.0286570652741,-0.5386570652740943,0.5386570652740943
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-07,319.74,320.1290369428661,-0.3890369428660847,0.3890369428660847
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-08,317.77,317.50330819123354,0.2666918087664385,0.2666918087664385
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-09,316.21,316.58923760922323,-0.379237609223253,0.379237609223253
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-10,315.99,315.4382409591213,0.5517590408787214,0.5517590408787214
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-11,317.07,317.43317566091633,-0.36317566091634035,0.36317566091634035
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1963-12,318.35,318.0776931579717,0.27230684202834254,0.27230684202834254
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-01,319.57,319.24762225474353,0.32237774525646046,0.32237774525646046
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-02,320.04,320.5418433431462,-0.5018433431461631,0.5018433431461631
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-03,320.75,326.6242944875764,-5.874294487576378,5.874294487576378
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-04,321.84,322.14058684960656,-0.30058684960658866,0.30058684960658866
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-05,322.25,323.024859346,-0.7748593460000279,0.7748593460000279
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-06,321.89,321.7707204505968,0.11927954940318841,0.11927954940318841
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-07,320.44,320.35837600984144,0.08162399015856181,0.08162399015856181
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-08,318.69,318.5553974908468,0.13460250915318284,0.13460250915318284
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-09,316.71,316.7975835586591,-0.08758355865910517,0.08758355865910517
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-10,316.87,316.876687189251,-0.00668718925101075,0.00668718925101075
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-11,317.68,317.7819665830166,-0.10196658301657635,0.10196658301657635
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1964-12,318.71,318.8761274372298,-0.16612743722981804,0.16612743722981804
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-01,319.44,319.7482530683088,-0.30825306830882937,0.30825306830882937
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-02,320.44,320.2487417046087,0.19125829539132155,0.19125829539132155
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-03,320.89,321.25845335361464,-0.3684533536146546,0.3684533536146546
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-04,322.14,321.93464752088533,0.2053524791146515,0.2053524791146515
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-05,322.17,322.79856255066255,-0.6285625506625365,0.6285625506625365
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-06,321.87,321.877945818249,-0.007945818248970227,0.007945818248970227
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-07,321.21,320.79186599359497,0.41813400640501186,0.41813400640501186
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-08,318.87,319.1251756445381,-0.2551756445380988,0.2551756445380988
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-09,317.82,317.40299293040135,0.41700706959863965,0.41700706959863965
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-10,317.3,317.4756793540574,-0.17567935405736534,0.17567935405736534
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-11,318.87,318.3628831315228,0.507116868477226,0.507116868477226
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1965-12,319.42,319.64622074419094,-0.22622074419092542,0.22622074419092542
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,full_data,1966-01,320.62,320.3799626140672,0.24003738593279422,0.24003738593279422
