Model,Order,Seasonal_Order,Trend,Full_AIC,Full_BIC,Train_AIC,Train_BIC,Full_SSE,Full_MSE,Full_RMSE,Full_MAE,Full_MAPE,Full_R2,Train_SSE,Train_MSE,Train_RMSE,Train_MAE,Train_MAPE,Train_R2,Test_SSE,Test_MSE,Test_RMSE,Test_MAE,Test_MAPE,Test_R2
"SARIMA(1,1,1)(5,1,5,12)","(1, 1, 1)","(5, 1, 5, 12)",c,346.39831644489345,409.9322739776408,259.93907205815515,320.8025209933393,105.61093670634465,0.14959056190700376,0.3867693911195711,0.2506001412863246,0.0701812497603147,0.9998177163937945,70.35403707225245,0.12005808374104514,0.3464939880301607,0.24281583514543323,0.06965991637758168,0.9997474684014983,226.20010562725912,1.8850008802271594,1.3729533423343852,1.1637864338074961,0.2843833168005101,0.9659682912461615
"SARIMA(1,1,1)(1,1,1,12)","(1, 1, 1)","(1, 1, 1, 12)",c,367.54723886413143,395.17902638982065,280.7216202748019,307.2902519109095,804.8096989694961,1.0688043811015886,1.0338299575373062,0.2798901781921615,0.0799822819378706,0.998781060695659,717.4045976976781,1.1333405966787964,1.064584706201811,0.280781568963801,0.0821362240609187,0.9978112653052922,267.98093291637997,2.233174440969833,1.4943809557705936,1.266337273652203,0.3093840547533582,0.9596823837225779
"SARIMA(1,1,1)(2,1,2,12)","(1, 1, 1)","(2, 1, 2, 12)",c,365.21423493103475,401.9256467513029,278.09837548647727,313.36660581495323,2532.1011775420047,3.412535279706206,1.8473048691827254,0.3260491358467522,0.09437000035437651,0.9960499948970967,2429.0062320663374,3.905154713933018,1.9761464302862322,0.3372747005904703,0.09977953025095353,0.9923130137279026,282.093171947311,2.3507764328942584,1.5332241952481243,1.299526240232892,0.31747824164409066,0.9575592034206349
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,445.4446097557921,477.6816952024295,281.57175120272507,312.56848811151724,10416.243276254083,13.832992398743801,3.7192731008550317,0.43293963838222776,0.12757206465813065,0.9842238875236452,4291.469880997348,6.779573271717769,2.603761369964185,0.36488320848387934,0.1086321874759087,0.9869071245849603,287.91264347192345,2.399272028932695,1.5489583690121227,1.3129337088272555,0.32074753436759434,0.95668366642883
"SARIMA(1,2,1)(1,1,1,12)","(1, 2, 1)","(1, 1, 1, 12)",c,422.30663041700933,449.93029336461217,342.40132810212884,368.960258846875,3205.177668044016,4.262204345803213,2.0645106795081523,0.3279907863063075,0.09471754629099303,0.9951338600092189,4380.336451971664,6.9309121075501015,2.632662551021323,0.35544988509705094,0.10532697375209125,0.9865973394951936,486.12872821479914,4.051072735123326,2.0127276852876363,1.7014117960509187,0.41540852870868267,0.9268621415997857
