Model,Order,Seasonal_Order,Trend,Fit_Stage,Date,Observed_CO2,Fitted_CO2,Residual,Absolute_Residual
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-04,317.72,218.82151321529028,98.89848678470975,98.89848678470975
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-05,318.29,295.35189827246035,22.938101727539674,22.938101727539674
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-06,318.15,316.17362230705174,1.9763776929482333,1.9763776929482333
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-07,316.54,315.245408693436,1.2945913065640298,1.2945913065640298
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-08,314.8,314.3085181520167,0.49148184798332295,0.49148184798332295
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-09,313.84,311.8071224938494,2.0328775061505553,2.0328775061505553
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-10,313.33,312.3089050796304,1.0210949203695918,1.0210949203695918
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-11,314.81,313.6204476101674,1.1895523898326132,1.1895523898326132
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1959-12,315.58,315.79058777738356,-0.21058777738358003,0.21058777738358003
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-01,316.43,316.3477975372811,0.08220246271889664,0.08220246271889664
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-02,316.98,317.6243101326385,-0.644310132638509,0.644310132638509
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-03,317.58,321.7546583009484,-4.174658300948408,4.174658300948408
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-04,319.03,318.0502480764728,0.9797519235271466,0.9797519235271466
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-05,320.03,319.79311032658353,0.2368896734164423,0.2368896734164423
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-06,319.58,320.17916341975314,-0.5991634197531539,0.5991634197531539
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-07,318.18,318.27082645458154,-0.09082645458153138,0.09082645458153138
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-08,315.9,316.6749750802857,-0.774975080285742,0.774975080285742
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-09,314.17,315.0488758735287,-0.8788758735286706,0.8788758735286706
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-10,313.83,313.7648670477817,0.06513295221827775,0.06513295221827775
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-11,315.0,315.18345230823854,-0.18345230823854308,0.18345230823854308
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1960-12,316.19,315.8892719111597,0.30072808884028746,0.30072808884028746
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-01,316.89,316.96872488356814,-0.07872488356815666,0.07872488356815666
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-02,317.7,317.51324053968955,0.18675946031044077,0.18675946031044077
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-03,318.54,318.2221695385359,0.3178304614640979,0.3178304614640979
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-04,319.48,319.7436578165837,-0.26365781658370224,0.26365781658370224
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-05,320.58,320.24274497881953,0.3372550211804537,0.3372550211804537
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-06,319.77,320.2022733222684,-0.4322733222684292,0.4322733222684292
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-07,318.56,318.3548184268242,0.20518157317582109,0.20518157317582109
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-08,316.79,316.54692971521376,0.24307028478625625,0.24307028478625625
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-09,314.99,315.40320299418227,-0.4132029941822566,0.4132029941822566
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-10,315.31,314.62928421836693,0.6807157816330687,0.6807157816330687
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-11,316.1,316.4297557846571,-0.3297557846570953,0.3297557846570953
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1961-12,317.01,317.1912029455533,-0.1812029455533093,0.1812029455533093
"SARIMA(2,1,1)(1,1,1,12)","(2, 1, 1)","(1, 1, 1, 12)",c,full_data,1962-01,317.94,317.81186505649663,0.12813494350336896,0.12813494350336896
