Model,Model_Key,Model_Type,Full_Formula,Train_Formula,Full_SSE,Full_MSE,Full_RMSE,Full_MAE,Full_Mean_Error,Full_Max_Absolute_Error,Full_R2,Full_Adjusted_R2,Full_AIC,Full_BIC,Train_SSE,Train_MSE,Train_RMSE,Train_MAE,Train_Mean_Error,Train_Max_Absolute_Error,Train_R2,Train_Adjusted_R2,Train_AIC,Train_BIC,Test_SSE,Test_MSE,Test_RMSE,Test_MAE,Test_Mean_Error,Test_Max_Absolute_Error,Test_R2,Test_Adjusted_R2,Test_AIC,Test_BIC
Shifted exponential time trend,shifted_exp_time,shifted_exp_time,"Temperature change from 1951-1980 base period = A * exp(B * t) - shift, t = year - 1958","Temperature change from 1951-1980 base period = A * exp(B * t) - shift, t = year - 1958",0.6075396458856976,0.009492806966964026,0.097431036979825,0.08147943105007781,0.00904053924764433,0.21850259266655192,0.9085587529603945,0.9055606792869648,-292.06213942651493,-285.58549017643594,0.4924641615653972,0.009119706695655504,0.09549715543227193,0.08121848159890453,0.011341052377584803,0.18478095957770468,0.856020925049464,0.8503746868161097,-247.655152342766,-241.68820020307317,0.17983382054185093,0.017983382054185093,0.13410213292183348,0.11141881771718949,-0.09490637890412534,0.2806272274755889,-0.12501608096247074,-0.44644924695174804,-34.18307166727247,-33.275316388290335
