Model,Model_Key,Fit_Stage,Year,Forecast_Temperature_Change_From_1951_1980_C,Reference_Year,Reference_Temperature_Change_From_1951_1980_C,Forecast_Additional_Change_From_Last_Observed_Year_C
Shifted exponential time trend,shifted_exp_time,training_data,2110,18.861764384520605,2021,0.84,18.021764384520605
Shifted exponential time trend,shifted_exp_time,training_data,2111,19.430206168348064,2021,0.84,18.590206168348065
Shifted exponential time trend,shifted_exp_time,training_data,2112,20.01551101630244,2021,0.84,19.17551101630244
Shifted exponential time trend,shifted_exp_time,training_data,2113,20.618179178259503,2021,0.84,19.778179178259503
Shifted exponential time trend,shifted_exp_time,training_data,2114,21.238725744217593,2021,0.84,20.398725744217593
Shifted exponential time trend,shifted_exp_time,training_data,2115,21.877681084536075,2021,0.84,21.037681084536075
Shifted exponential time trend,shifted_exp_time,training_data,2116,22.535591303233588,2021,0.84,21.695591303233588
Shifted exponential time trend,shifted_exp_time,training_data,2117,23.213018704733795,2021,0.84,22.373018704733795
Shifted exponential time trend,shifted_exp_time,training_data,2118,23.91054227445708,2021,0.84,23.07054227445708
Shifted exponential time trend,shifted_exp_time,training_data,2119,24.62875817366937,2021,0.84,23.788758173669372
Shifted exponential time trend,shifted_exp_time,training_data,2120,25.368280249010795,2021,0.84,24.528280249010795
Shifted exponential time trend,shifted_exp_time,training_data,2121,26.12974055713974,2021,0.84,25.28974055713974
Shifted exponential time trend,shifted_exp_time,training_data,2122,26.913789904940618,2021,0.84,26.073789904940618
Shifted exponential time trend,shifted_exp_time,training_data,2123,27.72109840575732,2021,0.84,26.88109840575732
Shifted exponential time trend,shifted_exp_time,training_data,2124,28.552356052127347,2021,0.84,27.712356052127348
Shifted exponential time trend,shifted_exp_time,training_data,2125,29.408273305506444,2021,0.84,28.568273305506445
Shifted exponential time trend,shifted_exp_time,training_data,2126,30.289581703487713,2021,0.84,29.449581703487713
Shifted exponential time trend,shifted_exp_time,training_data,2127,31.197034485033925,2021,0.84,30.357034485033925
Shifted exponential time trend,shifted_exp_time,training_data,2128,32.13140723425796,2021,0.84,31.291407234257964
Shifted exponential time trend,shifted_exp_time,training_data,2129,33.09349854330094,2021,0.84,32.253498543300935
Shifted exponential time trend,shifted_exp_time,training_data,2130,34.08413069487504,2021,0.84,33.24413069487504
Shifted exponential time trend,shifted_exp_time,training_data,2131,35.1041503650543,2021,0.84,34.2641503650543
Shifted exponential time trend,shifted_exp_time,training_data,2132,36.15442934691389,2021,0.84,35.31442934691389
Shifted exponential time trend,shifted_exp_time,training_data,2133,37.23586529563644,2021,0.84,36.39586529563643
Shifted exponential time trend,shifted_exp_time,training_data,2134,38.34938249572242,2021,0.84,37.50938249572242
Shifted exponential time trend,shifted_exp_time,training_data,2135,39.49593265096002,2021,0.84,38.65593265096002
Shifted exponential time trend,shifted_exp_time,training_data,2136,40.676495697829736,2021,0.84,39.83649569782973
Shifted exponential time trend,shifted_exp_time,training_data,2137,41.89208064303912,2021,0.84,41.05208064303912
Shifted exponential time trend,shifted_exp_time,training_data,2138,43.14372642590329,2021,0.84,42.303726425903285
Shifted exponential time trend,shifted_exp_time,training_data,2139,44.43250280630812,2021,0.84,43.59250280630812
Shifted exponential time trend,shifted_exp_time,training_data,2140,45.759511279015676,2021,0.84,44.91951127901567
Shifted exponential time trend,shifted_exp_time,training_data,2141,47.125886015092455,2021,0.84,46.28588601509245
Shifted exponential time trend,shifted_exp_time,training_data,2142,48.53279483126572,2021,0.84,47.692794831265715
Shifted exponential time trend,shifted_exp_time,training_data,2143,49.98144018803621,2021,0.84,49.141440188036206
Shifted exponential time trend,shifted_exp_time,training_data,2144,51.473060217400025,2021,0.84,50.63306021740002
Shifted exponential time trend,shifted_exp_time,training_data,2145,53.008929781058775,2021,0.84,52.16892978105877
Shifted exponential time trend,shifted_exp_time,training_data,2146,54.59036156002155,2021,0.84,53.750361560021545
Shifted exponential time trend,shifted_exp_time,training_data,2147,56.21870717653058,2021,0.84,55.378707176530575
Shifted exponential time trend,shifted_exp_time,training_data,2148,57.895358349269266,2021,0.84,57.05535834926926
Shifted exponential time trend,shifted_exp_time,training_data,2149,59.62174808284002,2021,0.84,58.78174808284002
Shifted exponential time trend,shifted_exp_time,training_data,2150,61.3993518925281,2021,0.84,60.5593518925281
Shifted exponential time trend,shifted_exp_time,training_data,2151,63.22968906539926,2021,0.84,62.38968906539926
Shifted exponential time trend,shifted_exp_time,training_data,2152,65.11432395880776,2021,0.84,64.27432395880776
Shifted exponential time trend,shifted_exp_time,training_data,2153,67.05486733742536,2021,0.84,66.21486733742536
Shifted exponential time trend,shifted_exp_time,training_data,2154,69.05297774993402,2021,0.84,68.21297774993401
Shifted exponential time trend,shifted_exp_time,training_data,2155,71.11036294655855,2021,0.84,70.27036294655855
Shifted exponential time trend,shifted_exp_time,training_data,2156,73.22878133865088,2021,0.84,72.38878133865087
Shifted exponential time trend,shifted_exp_time,training_data,2157,75.41004350157397,2021,0.84,74.57004350157396
Shifted exponential time trend,shifted_exp_time,training_data,2158,77.65601372216888,2021,0.84,76.81601372216888
Shifted exponential time trend,shifted_exp_time,training_data,2159,79.96861159212835,2021,0.84,79.12861159212835
Shifted exponential time trend,shifted_exp_time,training_data,2160,82.34981364863856,2021,0.84,81.50981364863856
Shifted exponential time trend,shifted_exp_time,training_data,2161,84.80165506369073,2021,0.84,83.96165506369073
Shifted exponential time trend,shifted_exp_time,training_data,2162,87.32623138350775,2021,0.84,86.48623138350774
Shifted exponential time trend,shifted_exp_time,training_data,2163,89.9257003195707,2021,0.84,89.08570031957069
Shifted exponential time trend,shifted_exp_time,training_data,2164,92.60228359277755,2021,0.84,91.76228359277755
Shifted exponential time trend,shifted_exp_time,training_data,2165,95.35826883230926,2021,0.84,94.51826883230926
Shifted exponential time trend,shifted_exp_time,training_data,2166,98.19601153082678,2021,0.84,97.35601153082678
Shifted exponential time trend,shifted_exp_time,training_data,2167,101.11793705766934,2021,0.84,100.27793705766933
Shifted exponential time trend,shifted_exp_time,training_data,2168,104.12654273177597,2021,0.84,103.28654273177597
Shifted exponential time trend,shifted_exp_time,training_data,2169,107.22439995610016,2021,0.84,106.38439995610015
Shifted exponential time trend,shifted_exp_time,training_data,2170,110.41415641534347,2021,0.84,109.57415641534347
Shifted exponential time trend,shifted_exp_time,training_data,2171,113.69853833888547,2021,0.84,112.85853833888547
Shifted exponential time trend,shifted_exp_time,training_data,2172,117.08035283084476,2021,0.84,116.24035283084476
Shifted exponential time trend,shifted_exp_time,training_data,2173,120.56249026926163,2021,0.84,119.72249026926163
Shifted exponential time trend,shifted_exp_time,training_data,2174,124.14792677645451,2021,0.84,123.30792677645451
Shifted exponential time trend,shifted_exp_time,training_data,2175,127.83972676265951,2021,0.84,126.9997267626595
Shifted exponential time trend,shifted_exp_time,training_data,2176,131.6410455451288,2021,0.84,130.8010455451288
Shifted exponential time trend,shifted_exp_time,training_data,2177,135.5551320449253,2021,0.84,134.7151320449253
Shifted exponential time trend,shifted_exp_time,training_data,2178,139.5853315637191,2021,0.84,138.7453315637191
Shifted exponential time trend,shifted_exp_time,training_data,2179,143.7350886429582,2021,0.84,142.8950886429582
Shifted exponential time trend,shifted_exp_time,training_data,2180,148.007950007859,2021,0.84,147.167950007859
Shifted exponential time trend,shifted_exp_time,training_data,2181,152.40756759872994,2021,0.84,151.56756759872994
Shifted exponential time trend,shifted_exp_time,training_data,2182,156.93770169222176,2021,0.84,156.09770169222176
Shifted exponential time trend,shifted_exp_time,training_data,2183,161.60222411517066,2021,0.84,160.76222411517065
Shifted exponential time trend,shifted_exp_time,training_data,2184,166.4051215537806,2021,0.84,165.56512155378059
Shifted exponential time trend,shifted_exp_time,training_data,2185,171.35049896097576,2021,0.84,170.51049896097575
Shifted exponential time trend,shifted_exp_time,training_data,2186,176.44258306483172,2021,0.84,175.60258306483172
Shifted exponential time trend,shifted_exp_time,training_data,2187,181.6857259810867,2021,0.84,180.8457259810867
Shifted exponential time trend,shifted_exp_time,training_data,2188,187.0844089328191,2021,0.84,186.24440893281908
Shifted exponential time trend,shifted_exp_time,training_data,2189,192.64324608047113,2021,0.84,191.80324608047113
Shifted exponential time trend,shifted_exp_time,training_data,2190,198.36698846549098,2021,0.84,197.52698846549097
Shifted exponential time trend,shifted_exp_time,training_data,2191,204.26052807096602,2021,0.84,203.42052807096601
Shifted exponential time trend,shifted_exp_time,training_data,2192,210.32890200271532,2021,0.84,209.48890200271532
Shifted exponential time trend,shifted_exp_time,training_data,2193,216.57729679441647,2021,0.84,215.73729679441647
Shifted exponential time trend,shifted_exp_time,training_data,2194,223.01105284044564,2021,0.84,222.17105284044564
Shifted exponential time trend,shifted_exp_time,training_data,2195,229.6356689602201,2021,0.84,228.7956689602201
Shifted exponential time trend,shifted_exp_time,training_data,2196,236.4568070979427,2021,0.84,235.61680709794268
Shifted exponential time trend,shifted_exp_time,training_data,2197,243.48029716176836,2021,0.84,242.64029716176836
Shifted exponential time trend,shifted_exp_time,training_data,2198,250.71214200652435,2021,0.84,249.87214200652434
Shifted exponential time trend,shifted_exp_time,training_data,2199,258.15852256424614,2021,0.84,257.31852256424617
Shifted exponential time trend,shifted_exp_time,training_data,2200,265.8258031269129,2021,0.84,264.9858031269129
